No.,Paper no.,Feature name,Feature definition,Category,Data source,Frequency,Formula,Comments,,,,,,,,,,,,,,,,,
129,3,DTO,De-trended Turnover - market Turnover,Trading frictions,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
130,3,E2P,Income before extraordinary items to Size,Value,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
131,3,EPS,Earnings per share,Profitability,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
132,3,Free CF,Free cash flow to BE,Value,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
133,3,Idio vol,Idio vol of Fama-French 3 factor model,Trading frictions,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
134,3,Investment,% change in AT,Investment,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
135,3,IPM,Pretax income over sales,Profitability,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
136,3,IVC,Change in inventory over average AT,Investment,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
137,3,LDP,Trailing 12-months dividends to price,Value,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
138,3,LME,Price times shares outstanding,Trading frictions,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
139,3,LME_adj,Size - mean size in Fama-French 48 industry,Trading frictions,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
140,3,Lturnover,Last month’s volume to shares outstanding,Trading frictions,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
141,3,NOA,Net-operating assets over lagged AT,Investment,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
142,3,NOP,Net payouts to Size,Value,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
143,3,O2P,Operating payouts to market cap,Value,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
144,3,OA,Operating accruals,Intangibles,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
145,3,OL,Costs of goods solds + SG&A to total assets,Intangibles,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
146,3,PCM,Sales minus costs of goods sold to sales,Profitability,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
147,3,PM,OI after depreciation over sales,Profitability,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
148,3,PM_adj,Profit margin - mean PM in Fama-French 48 industry,Profitability,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
149,3,Prof,Gross profitability over BE,Profitability,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
150,3,Q,Tobin’s Q,Value,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
151,3,r12?2,Return from 12 to 2 months before prediction,Past returns,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
152,3,r12?7,Return from 12 to 7 months before prediction,Past returns,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
153,3,r2?1,Return 1 month before prediction,Past returns,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
154,3,r36?13,Return from 36 to 13 months before prediction,Past returns,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
155,3,r6?2,Return from 6 to 2 months before prediction,Past returns,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
156,3,Rel_to_high_price,Price to 52 week high price,Trading frictions,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
157,3,Ret_max,Maximum daily return,Trading frictions,CRSP,Daily?,Refer to online appendix,,,,,,,,,,,,,,,,,,
158,3,RNA,OI after depreciation to lagged net operating assets,Profitability,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
159,3,ROA,Income before extraordinary items to lagged AT,Profitability,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
160,3,ROC,Size + longterm debt - total assets to cash,Profitability,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
161,3,ROE,Income before extraordinary items to lagged BE,Profitability,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
162,3,ROIC,Return on invested capital,Profitability,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
163,3,S2C,Sales to cash,Profitability,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
164,3,S2P,Sales to price,Value,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
165,3,Sales_g,Sales growth,Value,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
166,3,SAT,Sales to total assets,Profitability,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
167,3,SAT_adj,SAT - mean SAT in Fama-French 48 industry,Profitability,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
168,3,Spread,Average daily bid-ask spread,Trading frictions,CRSP,Daily,Refer to online appendix,,,,,,,,,,,,,,,,,,
169,3,Std turnover,Standard deviation of daily turnover,Trading frictions,CRSP,Daily,Refer to online appendix,,,,,,,,,,,,,,,,,,
170,3,Std volume,Standard deviation of daily volume,Trading frictions,CRSP,Daily,Refer to online appendix,,,,,,,,,,,,,,,,,,
171,3,SUV,Standard unexplained volume,Trading frictions,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
172,3,Tan,Tangibility,Intangibles,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
173,3,Total vol,Standard deviation of daily returns,Trading frictions,CRSP,Daily,Refer to online appendix,,,,,,,,,,,,,,,,,,
174,3,Lev,"Leverage is the ratio of long-term debt (DLTT) and debt in current liabilities
(DLC) to the sum of long-term debt, debt in current liabilities, and stockholders' equity
(SEQ) following Lewellen (2015).",,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
175,3,SGA2S,"SG&A to sales is the ratio of selling, general and administrative expenses
(XSGA) to net sales (SALE)",,CRSP,Monthly,Refer to online appendix,,,,,,,,,,,,,,,,,,
176,4,Size (size),"The CRSP end of June price
times shares outstanding. Rebalanced annually.",Anomaly characteristics,CRSP,Annual,size = MEJun,,,,,,,,,,,,,,,,,,
177,4,Value (annual) (value),"At the end of
June of each year, we use book equity from the previous fiscal year and market equity from
December of the previous year.",Anomaly characteristics,CRSP,Annual,value = BE/ME,,,,,,,,,,,,,,,,,,
178,4,Gross Profitability (prof),GP is gross profits and AT is total assets.,Anomaly characteristics,CRSP,Annual,prof = GP/AT,,,,,,,,,,,,,,,,,,
179,4,Value-Profitability (valprof ),"Sum of ranks in univariate sorts on book-to-market and profitability. Annual book-to-market
and profitability values are used for the entire year.",Anomaly characteristics,CRSP,Monthly,valprof = rank(value) + rank(prof),,,,,,,,,,,,,,,,,,
180,4,Piotroski’s F-score (F-score),"IB is income before extraordinary items, ROA is income before extraordinary items
scaled by lagged total assets, CFO is cash flow from operations, DTA is total long-term
debt scaled by total assets, DLTT is total long-term debt, ATL is total current assets scaled
by total current liabilities, EqIss is the difference between sales of of common stock and
purchases of common stock recorded on the cash flow statement, GM equals one minus the
ratio of cost of goods sold and total revenues, and ATO equals total revenues, scaled by total
assets.",Anomaly characteristics,CRSP,Annual,F-score = 1IB>0 + 1?ROA>0 + 1CFO>0 + 1CFO>IB + 1?DTA<0 DLTT=0 DLTT 12=0 + 1?ATL>0 + 1EqIss  0  + 1?GM>0  + 1?ATO>0,,,,,,,,,,,,,,,,,,
181,4,Debt Issuance (debtiss),Binary variable equal to one if long-term debt issuance indicated in statement of cash flow.,Anomaly characteristics,CRSP,Annual,debtiss = 1DLTISS <= 0 ,,,,,,,,,,,,,,,,,,
182,4,Share Repurchases (repurch),Bi- nary variable equal to one if repurchase of common or preferred shares indicated in statement of cash flow,Anomaly characteristics,CRSP,Annual,repurch = 1PRSTKC > 0,,,,,,,,,,,,,,,,,,
183,4,Share Issuance (annual) (nissa),"shrout is the number of shares outstanding. Change in real number of shares outstanding from past June to June of the previous year. Excludes changes in shares due to stock dividends and splits, and companies with no changes in shrout.",Anomaly characteristics,CRSP,Annual,nissa = shroutJun / shroutJun 12,,,,,,,,,,,,,,,,,,
184,4,Accruals (accruals),"?ACT is the annual change in total current assets, ?CHE is the annual change in total cash and short-term investments, ?LCT is the annual change in current liabilities, ?DLC is the annual change in debt in current liabilities, ?TXP is the annual change in income taxes payable, ?DP is the annual change in depreciation and amortization, and (AT + AT 12)/2 is average total assets over the last two years.",Anomaly characteristics,CRSP,Annual,accruals =  (?ACT??CHE??LCT+?DLC+?TXP??DP) / ((AT+AT-12) / 2),,,,,,,,,,,,,,,,,,
185,4,Asset Growth (growth),,Anomaly characteristics,CRSP,Annual,growth = AT/AT-12,,,,,,,,,,,,,,,,,,
186,4,Asset Turnover (aturnover),Sales to total assets.,Anomaly characteristics,CRSP,Annual,aturnover = SALE/AT,,,,,,,,,,,,,,,,,,
187,4,Gross Margins (gmargins),GP is gross profits and SALE is total revenues.,Anomaly characteristics,CRSP,Annual,gmargins = GP/SALE,,,,,,,,,,,,,,,,,,
188,4,Dividend Yield (divp),"Dividend scaled
by price. Both are measured in December of the year t ? 1 or t ? 2 (for returns in months
prior to July).",Anomaly characteristics,CRSP,Annual,divp = Div/MEDec,,,,,,,,,,,,,,,,,,
189,4,Earnings/Price (ep),"Net income scaled by market
value of equity.",Anomaly characteristics,CRSP,Annual,ep = IB/MEDec,,,,,,,,,,,,,,,,,,
190,4,Cash Flow / Market Value of Equity (cfp),"Net income plus depreciation and amortization, all scaled by market value of equity measured at the same date. ",Anomaly characteristics,CRSP,Annual,"cfp = (IB
+ DP)/MEDec",,,,,,,,,,,,,,,,,,
191,4,Net Operating Assets (noa),"AT is total assets, CHE is cash and short-term investments, DLC is debt in current liabilities, DLTT is long term debt, MIB is non-controlling interest, PSTK is preferred capital stock, and CEQ is common equity. ",Anomaly characteristics,CRSP,Annual,"noa = (AT - CHE) - (AT - DLC - DLTT - MIB - PSTK - CEQ), ",,,,,,,,,,,,,,,,,,
192,4,Investment (inv),"?PPEGT is the annual change in gross total property, plant, and equipment, ?INVT is the annual change in total inventories, and AT12 is lagged total assets. ",Anomaly characteristics,CRSP,Annual,"inv = (?PPEGT
+ ?INVT)/AT?12",,,,,,,,,,,,,,,,,,
193,4,Investment-to-Capital (invcap),"Investment to capital is the ratio of capital expenditure (Compustat item CAPX) over property, plant, and equipment (Compustat item PPENT).",Anomaly characteristics,Compustat ,Annual,invcap = CAPX/PPENT,,,,,,,,,,,,,,,,,,
194,4,Investment Growth (growth),Invest- ment growth is the percentage change in capital expenditure (Compustat item CAPX).,Anomaly characteristics,Compustat ,Annual,growth = CAPX/CAPX-12,,,,,,,,,,,,,,,,,,
195,4,Sales Growth (sgrowth),Sales growth is the percent change in net sales over turnover (Compustat item SALE).,Anomaly characteristics,Compustat ,Annual,sgrowth = SALE/SALE-12,,,,,,,,,,,,,,,,,,
196,4,Leverage (lev),Market leverage is the ratio of total assets (Compustat item AT) over the market value of equity. Both are measured in December of the same year.,Anomaly characteristics,Compustat ,Annual,lev = AT/MEDec,,,,,,,,,,,,,,,,,,
197,4,Return on Assets (annual) (roaa),Net income scaled by total assets. ,Anomaly characteristics,Compustat ,Annual,roaa = IB/AT,,,,,,,,,,,,,,,,,,
198,4,Return on Equity (annual) (roea),Net income scaled by book value of equity.,Anomaly characteristics,Compustat ,Annual,roea = IB/BE,,,,,,,,,,,,,,,,,,
199,4,Sales-to-Price (sp),Total revenues divided by stock price.,Anomaly characteristics,Compustat ,Annual,sp = SALE/MEDec,,,,,,,,,,,,,,,,,,
200,4,Growth in LTNOA (gltnoa),"RECT = Receivables, INVT = Total Inventory, ACO = Current Assets, AP =Accounts Payable, LCO = Current Liabilities (Other), DP = Depreciation and Amortization, AT = Assets, PPENT = Property, Plant, and Equipment (net), INTAN = Intangible Assets, AO = Assets (Other), LO = Liabilities (Other). ",Anomaly characteristics,Compustat ,Annual,"gltnoa = GRNOA - ACC. Growth in Net Operating Assets minus Accruals. NOA = (RECT + INVT + ACO + PPENT
+ INTAN + AO - AP - LCO - LO) / AT, GRNOA = NOA - NOA?12, ACC=((RECT - RECT?12) + (INVT - INVT?12) + (ACO - ACO?12) - (AP - AP?12) - (LCO - LCO?12) - DP)
/ ((AT + AT 12) / 2)",,,,,,,,,,,,,,,,,,
201,4,Momentum  (6m) (mom),Cumulated past performance in the previous 6 months by skipping the most recent month. ,Anomaly characteristics,CRSP,Monthly,mom = I:7 l=2 * rt?l,,,,,,,,,,,,,,,,,,
202,4,Industry Momentum (indmom),"In each month, the Fama and French 49 industries are ranked on their
t?l 
value-weighted past 6-months performance. ",Anomaly characteristics,CRSP,Monthly,indmom = rank(I:6 l=1 rind),,,,,,,,,,,,,,,,,,
203,4,Value-Momentum (valmom),Sum of ranks in univariate sorts on book-to-market and momentum. Annual book-to-market values are used for the entire year. ,Anomaly characteristics,CRSP,Monthly,valmom = rank(B/M) + rank(Mom),,,,,,,,,,,,,,,,,,
204,4,Value-Momentum-Profitability (valmomprof),"Sum of ranks in univariate sorts on book-to- market, profitability, and momentum. Annual book-to-market and profitability values are used for the entire year.",Anomaly characteristics,CRSP,Monthly,"valmomprof
= rank(B/M) + rank(Prof) + rank(Mom)",,,,,,,,,,,,,,,,,,
205,4,Short Interest (shortint),,Anomaly characteristics,CRSP,Monthly,shortint = Shares Shorted / Shares Outstanding,,,,,,,,,,,,,,,,,,
206,4,Momentum (1 year) (mom12),Cumulated past performance in the previous year by skipping the most recent month. Re- balanced monthly.,Anomaly characteristics,CRSP,Monthly,mom12 = I:12 l=2 rt?l,,,,,,,,,,,,,,,,,,
207,4,Momentum-Reversal (momrev),Buy and hold returns from t ? 19 to t ? 14.,Anomaly characteristics,CRSP,Monthly,momrev = I:19 l=14 rt?l,,,,,,,,,,,,,,,,,,
208,4,Long-term Reversals (lrrev),Cumulative returns from t ? 60 to t ? 13.,Anomaly characteristics,CRSP,Monthly,lrrev = I:60 l=13 rt?l,,,,,,,,,,,,,,,,,,
209,4,Value (monthly) (valuem),Book-to-market ratio using the most up-to-date prices and book equity (appropriately lagged). ,Anomaly characteristics,CRSP,Monthly,valuem = BEQ3/ME1,,,,,,,,,,,,,,,,,,
210,4,Share Issuance (monthly) (nissm),"Excludes changes in shares due to stock dividends and splits, and companies with no changes in shrout.",Anomaly characteristics,CRSP,Monthly,nissm = shroutt-13 / shroutt-1,,,,,,,,,,,,,,,,,,
211,4,PEAD (SUE) (sue),"IBQ is the income before extraordinary items (updated quarterly), and IBQ?24 to IBQ?3 is the deviation of IBQ in the past two years skipping the most recent quarter. Earnings surprises are measured by Standardized Unexpected Earnings (SUE), which is the change in the most recently announced quarterly earnings per share from its value announced four quarters ago divided by the standard deviation of this change in quarterly earnings over the prior eight quarters. Rebalanced monthly.",Anomaly characteristics,CRSP,Monthly,SUE = (IBQ?IBQ?12 ) / (?IBQ?24 : IBQ?3),,,,,,,,,,,,,,,,,,
212,4,Return on Book Equity (roe),"IBQ is income before extraordinary items (updated quarterly), and BEQ is book value of equity. ",Anomaly characteristics,CRSP,Monthly,roe = IBQ/BEQ-3,,,,,,,,,,,,,,,,,,
213,4,Return on Market Equity (rome),"IBQ is income before extraordinary items (updated quarterly), and ME is market value of equity.",Anomaly characteristics,Compustat ,Monthly,rome = IBQ/ME-4,,,,,,,,,,,,,,,,,,
214,4,Return on Assets (roa),Net income scaled by total assets,Anomaly characteristics,Compustat ,Quarterly,roa = IBQ/ATQ-3,,,,,,,,,,,,,,,,,,
215,4,Short-term Reversal (strev),Return in the previous month.,Anomaly characteristics,CRSP,Monthly,strev = rt-1,,,,,,,,,,,,,,,,,,
216,4,Idiosyncratic Volatility (ivol),The standard deviation of the residual from firm-level regression of daily stock returns on the daily innovations of the Fama and French three-factor model using the estimation window of three months. Lagged one month.,Anomaly characteristics,CRSP,Monthly,"ivol = std(Ri,t - ?iRM,t - siSMBt	- hiHMLt)",,,,,,,,,,,,,,,,,,
217,4,Beta Arbitrage (beta),Beta with respect to the CRSP equal-weighted return index. Estimated over the past 60 months (minimum 36 months) using daily data and lagged one month. ,Anomaly characteristics,CRSP,Monthly,beta = ?t 60 : t-1,,,,,,,,,,,,,,,,,,
218,4,Seasonality (season),"Average
monthly return in the same calendar month over the last 5 years. As an example, the average return from prior Octobers is used to predict returns this October. The firm needs at least one year of data to be included in the sample. ",Anomaly characteristics,CRSP,Monthly,season = I:5 l=1 rt?l×12,,,,,,,,,,,,,,,,,,
219,4,Industry Relative Reversals (indrrev),r is the return on a stock and rind is return on its industry. Difference between a stocks’ prior month’s return and the prior month’s return of its industry (based on the Fama and French 49 industries). ,Anomaly characteristics,CRSP,Monthly,indrrev = r?1 ? rind,,,,,,,,,,,,,,,,,,
220,4,Industry Relative Reversals (Low Volatility) (indrrevlv),r is the return on a stock and rind is return on its industry. Difference between a stocks’ prior month’s return and the prior month’s return of its industry (based on the Fama and French 49 industries). Only stocks with idiosyncratic volatility lower than the NYSE median for month are included in the sorts.,Anomaly characteristics,CRSP,Monthly,indrrevlv = r?1 ? rind-1 if vol < NYSE median,,,,,,,,,,,,,,,,,,
221,4,Industry Momentum-Reversal (indmomrev),Sum of Fama and French 49 industries ranks on industry momentum and industry relative reversals (low vol). ,Anomaly characteristics,CRSP,Monthly,indmomrev = rank(industry momentum) + rank(industry relative-reversals low-vol),,,,,,,,,,,,,,,,,,
222,4,Composite Issuance (ciss),r is the log return on the stock and ME is total market equity,Anomaly characteristics,CRSP,Monthly,"ciss = log( MEt?13 ) ?
60 l=13 rt?l,",,,,,,,,,,,,,,,,,,
223,4,Price (price),"ME is
market equity and shrout is the number of shares outstanding. Log of stock price.",Anomaly characteristics,CRSP,Monthly,price = log(ME/shrout),,,,,,,,,,,,,,,,,,
224,4,Firm Age (age),The number of months that a firm has been listed in the CRSP database.,Anomaly characteristics,CRSP,Monthly,"age = log(1 + number of months since
listing)",,,,,,,,,,,,,,,,,,
225,4,Share Volume (shvol),Average number of shares traded over the previous three months scaled by shares outstanding.,Anomaly characteristics,CRSP,Monthly,"shvol = 13
P3i
=1 volumet?i/shroutt",,,,,,,,,,,,,,,,,,
226,4,"P/E (Diluted, Excl. EI) (pe_exi)","Price-to-Earnings, excl. Extraordinary
Items (diluted).",Financial ratio (Valuation),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
227,4,"P/E (Diluted, Incl. EI) (pe_inc)","Price-to-Earnings, incl. Extraordinary
Items (diluted).",Financial ratio (Valuation),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
228,4,Price/Sales (ps),Multiple of Market Value of Equity to Sales.,Financial ratio (Valuation),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
229,4,Price/Cash flow (pcf),"Multiple of Market Value of Equity to Net Cash Flow
from Operating Activities.",Financial ratio (Valuation),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
230,4,Enterprise Value Multiple (evm),Multiple of Enterprise Value to EBITDA.,Financial ratio (Valuation),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
231,4,Book/Market (bm),"Book Value of Equity as a fraction of Market Value of
Equity.",Financial ratio (Valuation),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
232,4,Shiller’s Cyclically Adjusted P/E Ratio (capei),"Multiple of Market Value
of Equity to 5-year moving average of Net Income.",Financial ratio (Valuation),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
233,4,Dividend Payout Ratio (dpr),"Dividends as a fraction of Income Before Extra.
Items.",Financial ratio (Valuation),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
234,4,Net Profit Margin (npm),Net Income as a fraction of Sales.,Financial ratio (Profitability),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
235,4,Operating Profit Margin Before Depreciation (opmbd),"Operating Income
Before Depreciation as a fraction of Sales.",Financial ratio (Profitability),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
