No.,Paper no.,Feature name,Feature definition,Category,Data source,Frequency,Formula,Comments (Referenced in other papers),,,,,,,,,,,,,,,,,
580,10,Books,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
581,10,Hshld,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
582,10,Clths,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
583,10,MedEq,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
584,10,Drugs,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
585,10,Chems,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
586,10,Rubbr,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
587,10,Txtls,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
588,10,BldMt,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
589,10,Cnstr,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
590,10,Steel,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
591,10,Mach,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
592,10,ElcEq,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
593,10,Autos,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
594,10,Aero,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
595,10,Ships,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
596,10,Mines,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
597,10,Coal,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
598,10,Oil,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
599,10,Util,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
600,10,Telcm,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
601,10,PerSv,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
602,10,BusSv,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
603,10,Comps,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
604,10,Chips,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
605,10,LabEq,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
606,10,Paper,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
607,10,Boxes,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
608,10,Trans,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
609,10,Whlsl,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
610,10,Rtail,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
611,10,Meals,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
612,10,Banks,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
613,10,Insur,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
614,10,RlEst,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
615,10,Fin,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
616,10,Other,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
617,10,1_2,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
618,10,1_4,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
619,10,1_5,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
620,10,1_6,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
621,10,1_7,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
622,10,1_8,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
623,10,1_9,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
624,10,1_High,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
625,10,2_Low,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
626,10,2_2,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
627,10,2_3,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
628,10,2_4,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
629,10,2_5,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
630,10,2_6,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
631,10,2_7,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
632,10,2_8,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
633,10,2_9,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
634,10,2_High,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
635,10,3_Low,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
636,10,3_2,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
637,10,3_3,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
638,10,3_4,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
639,10,3_5,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
640,10,3_6,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
641,10,3_7,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
642,10,3_8,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
643,10,3_9,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
644,10,3_High,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
645,10,4_Low,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
646,10,4_2,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
647,10,4_3,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
648,10,4_4,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
649,10,4_5,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
650,10,4_6,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
651,10,4_7,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
652,10,4_8,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
653,10,4_9,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
654,10,4_High,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
655,10,5_Low,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
656,10,5_2,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
657,10,5_3,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
658,10,5_4,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
659,10,5_5,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
660,10,5_6,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
661,10,5_7,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
662,10,5_8,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
663,10,5_9,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
664,10,5_High,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
665,10,6_Low,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
666,10,6_2,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
667,10,6_3,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
668,10,6_4,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
669,10,6_5,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
670,10,6_6,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
671,10,6_7,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
672,10,6_8,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
673,10,6_9,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
674,10,6_High,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
675,10,7_Low,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
676,10,7_2,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
677,10,7_3,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
678,10,7_4,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
679,10,7_5,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
680,10,7_6,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
681,10,7_7,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
682,10,7_8,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
683,10,7_9,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
684,10,8_Low,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
685,10,8_2,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
686,10,8_3,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
687,10,8_4,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
688,10,8_5,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
689,10,8_6,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
690,10,8_7,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
691,10,8_8,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
692,10,8_9,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
693,10,8_High,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
694,10,9_Low,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
695,10,9_2,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
696,10,9_3,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
697,10,9_4,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
698,10,9_5,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
699,10,9_6,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
700,10,9_7,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
701,10,9_8,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
702,10,9_High,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
703,10,10_Low,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
704,10,10_2,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
705,10,10_3,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
706,10,10_4,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
707,10,10_5,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
708,10,10_6,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
709,10,10_7,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
710,11,Day,which day of the week,Primitive,Pandas,Monthly,N/A,,,,,,,,,,,,,,,,,,
711,11,Close,Close price,Primitive,Yahoo Finance/WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
712,11,Vol,Relative change of volume,Technical Indicator,Yahoo Finance/WRDS,Monthly,(Vol(t) -Vol(t-1))/Vol(t-1),,,,,,,,,,,,,,,,,,
713,11,MOM-1,Return of 2 days before,Technical Indicator,Yahoo Finance/WRDS,Monthly,(p(t-1) - p(t-2))/p(t-2),,,,,,,,,,,,,,,,,,
714,11,MOM-2,Return of 3 days before,Technical Indicator,Yahoo Finance/WRDS,Monthly,(p(t-2) - p(t-3))/p(t-3),,,,,,,,,,,,,,,,,,
715,11,MOM-3,Return of 4 days before,Technical Indicator,Yahoo Finance/WRDS,Monthly,(p(t-3) - p(t-4))/p(t-4),,,,,,,,,,,,,,,,,,
716,11,ROC-5,5 days Rate of Change,Technical Indicator,Yahoo Finance/WRDS,Monthly,(p(t) -p(t-5))/p(t-5) ? 100,,,,,,,,,,,,,,,,,,
717,11,ROC-10,10 days Rate of Change,Technical Indicator,Yahoo Finance/WRDS,Monthly,(p(t) -p(t-10))/p(t-10) ? 100,,,,,,,,,,,,,,,,,,
718,11,ROC-15,15 days Rate of Change,Technical Indicator,Yahoo Finance/WRDS,Monthly,(p(t) - p(t-15))/p(t-15) ? 100,,,,,,,,,,,,,,,,,,
719,11,ROC-20,20 days Rate of Change,Technical Indicator,Yahoo Finance/WRDS,Monthly,(p(t) - p(t-20))/p(t-20) ? 100,,,,,,,,,,,,,,,,,,
720,11,EMA-10,10 days Exponential Moving Average,Technical Indicator,Yahoo Finance/WRDS,Monthly,p(t) ?(2/(10 + 1)) + EMA10 (t-1) ?(1-2/(10 + 1)),,,,,,,,,,,,,,,,,,
721,11,EMA-20,20 days Exponential Moving Average,Technical Indicator,Yahoo Finance/WRDS,Monthly,p(t) ?(2/(20 + 1)) + EMA20 (t-1) ?(1-2/(20 + 1)),,,,,,,,,,,,,,,,,,
